EventId,EventTemplate,Occurrences
7a9285cd,boot (command 2616),3
5661356d,boot  (command 2619),1
7b2af74d,boot  (command 2602),1
69098554,wait  (command 2582),1
b32e343e,boot  (command 2584),1
8d2aefbc,wait  (command 2549),1
988b6cac,boot  (command 2550),1
2b00cbe1,boot  (command 2548),1
5398f53f,boot  (command 2538),1
6edea01b,wait  (command 2683),1
0ae9a95f,boot  (command 2686),1
61af5cb4,wait  (command 2682),1
61a3c634,wait  (command 2763),1
03d85c06,wait  (command 2800),1
59659723,boot  (command 2790),1
00c76a77,wait (command 2817),2
0c6f52df,wait  (command 2823),1
3dc9a4db,wait  (command 2900),1
eca19063,wait  (command 2885),1
c734ba09,wait  (command 2909),1
3603a290,boot  (command 2960),1
95af68c7,wait  (command 2963),1
b546367c,boot  (command 2999),1
338b54f2,halt  (command 2992),1
c2b02f31,wait  (command 3087),1
4657eb66,wait  (command 3079),1
bdf5bba3,wait  (command 3078),1
c985149d,wait  (command 3141),1
7e612a1e,boot  (command 3138),1
e112be7f,boot (command 3169),2
8e06c104,boot  (command 3194),1
94663214,boot  (command 3320),1
478612d2,boot  (command 3318),1
73e52298,boot  (command 3317),1
458038a6,wait  (command 3319),1
94e5ecb4,wait  (command 3334),1
5e6c1213,boot  (command 3334),1
6cc30785,wait  (command 3412),1
b9bf7028,boot  (command 3413),1
59103ad6,boot  (command 3473),1
7feeb063,wait  (command 3523),1
f9718853,wait  (command 3525),1
dd1a7c6e,wait  (command 3519),1
aefa5855,boot  (command 3519),1
51f40614,boot  (command 3512),1
f66ddd89,boot  (command 3579),1
a56e3318,boot  (command 3572),1
940e54a9,boot  (command 3580),1
9bce771b,wait  (command 3612),1
4b1836e0,boot  (command 3615),1
c4764627,wait  (command 3609),1
962ca8fd,boot  (command 3624),1
202a90b7,wait  (command 3649),1
6c305525,boot  (command 3639),1
315cedce,wait  (command 3690),1
a8508172,boot  (command 3696),1
a068dd40,wait  (command 3698),1
87ce1590,wait  (command 3709),1
c305f687,wait  (command 3837),1
da7a97eb,wait  (command 3847),1
612bcf28,boot  (command 3951),1
074fefec,boot  (command 3928),1
1d25c3c7,boot  (command 3939),1
bdc1cc4e,boot  (command 3964),1
1defcc95,wait  (command 3973),1
7c8434ee,wait (command 3981),2
67209b64,boot  (command 4024),1
c6f67c91,wait  (command 4061),1
80fb2a9e,wait  (command 4110),1
e24a2160,boot  (command 4118),1
22e9bbab,wait  (command 4116),1
5e016acb,wait  (command 4117),1
f2531e89,boot  (command 4109),1
c21d573b,wait  (command 4145),1
8116647d,boot  (command 4176),1
744ffa26,boot  (command 4170),1
f194a4c3,wait (command 4176),2
6a564415,bootGenvmunix  (command 4185),1
d2427058,boot  (command 4223),1
07cbf0c0,wait  (command 4221),1
a3e1f535,wait  (command 4219),1
45fe98e6,Command has completed successfully,10
ad4ac20a,Targeting <*> and <*> child of command <*>,5
87136404,Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],1
84641715,Targeting <*> and <*>,2
16bdc59a,Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],1
9a772a5d,psu failure\ ambient<*>,5
faa03835,Temperature (41C) exceeds warning threshold,2
fc297f9c,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,32
b3dde8e3,NIFF: node <*> detected a failed network connection on network 5.5.224.0 via interface alt0,2
f5c6cc67,ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,1
e104f649,Fan speeds ( 3552 <*> <*> <*> 3515 <*> ),77
2effec1e,Fan speeds ( 3534 3534 3375 <*> 3497 3479 ),13
6723f984,Command has been aborted,1
a7d1db7e,power/control problem,1
3848c830,Link error,13
a22bcddc,Link in reset,9
1ef9379e,Link ok,13
a2021f05,Link error on broadcast tree <*>,4
a30deca0,ServerFileSystem: ServerFileSystem domain <*> is full,12
f8f01deb,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node <*>,12
f8f01deb,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node <*>,24
ea31f21f,running,162
d639ee01,blocked,15
0dbbeadb,not responding,60
d8218a03,configured out,91
5088a1e5,inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>,1
96b7db51,active,5
30ef524d,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>,1
6ea40eb4,not-responding,1
ab693e0b,inconsistent nodesets node-1 0x000001fc <ok> node-2 0x000001fc <ok> node-7 0x000001fc <ok> node-4 0x000001fc <ok> node-6 0x000001fc <ok> node-5 0x000001fc <ok> node-3 0x000001fc <ok> node-14 0x0003fdfc <ok> node-13 0x0003fdfc <ok> node-12 0x0003fdfc <ok> node-10 0x0003fdfc <ok> node-16 0x0003fdfc <ok> node-15 0x0003fdfc <ok>,1
25477253,starting,1
06fb9f14,closing,1
3c0a03cb,inconsistent nodesets node-31 0x1fffffffe <ok> node-0 0xfffffffe <ok> node-1 0xfffffffe <ok> node-2 0xfffffffe <ok> node-30 0xfffffffe <ok>,1
a14a0139,normal,206
5fd41706,warning,205
0fd1d0aa,ambient<*>,292
a188d364,critical,20
8b1408d7,Linkerror event interval expired,394
792c77f9,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,1
6b0427d1,boot (command 2092) Error: HALT asserted\  cannot continue,1
70e057e1,Failed subcommands 3406,1
e3f07f8f,link errors remain current,56
e1184f09,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,87
e1184f09,NIFF: node <*> has detected an available network connection on network <*> via interface <*>,4
