EventId,EventTemplate,Occurrences
6f64e22f,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = <*>",2
9df09250,bulkSaveDetailHiHealthData() size = <*> = <*>,2
32ee7d3e,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT",1
ca8855cb,insertHiHealthData() end totalTime = <*>,2
22ff2376,uploadStaticsToDB() onResult  type = 4 obj=true,1
54c4741d,uploadStaticsToDB failed message=true,1
bf9a9dff,checkInsertStatus stepSum or calorieSum is enough,2
d91734fa,checkInsertStatus stepStatSum or calorieStatSum is enough,2
30f5d7d9,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0",2
4d4b91de,"startInsertSportSync start auto sync,app is 1",2
470c8eb3,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",2
63f3a3c7,"startInsertSportSync first 500 steps sync,do all sync",2
71855771,"startSync hiSyncOption = <*> syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",5
d0b64be7,"initDataPrivacy the dataPrivacy switch is open, start push health data!",5
e6ab0fb3,initDataPrivacy the dataPrivacy is true,5
b1b18eaa,"initUserPrivacy the userPrivacy switch is open, start push user data!",5
dd58f637,initUserPrivacy the userPrivacy is true,5
3e025495,ifCanSync not! no cloud version,5
3c855dcc,"saveRealTimeHealthDatasStat() size = 1,totalTime = 48",1
fdeb6f4f,InsertCallBack() onSuccess  type = 0 data=true,1
b12efd18,setWriteDBLastDataMinute success,1
7757427e,flush2DB result success,1
dfc54fd2,REPORT : 7163 5114 153431 240,1
8e345ac0,REPORT : 7165 5115 153474 240,1
ba93a270,REPORT : 7167 5117 153517 240,1
1bc9bbb6,REPORT : 7170 5119 153581 240,1
b81ef6db,REPORT : 7173 5121 153645 240,1
72793726,REPORT : 7174 5122 153667 240,1
4be6d6c9,REPORT : 7176 5123 153709 240,1
8284c74c,REPORT : 7179 5125 153774 240,1
bfdab8bf,REPORT : 7181 5127 153817 240,1
91e99bb0,REPORT : 7183 5128 153859 240,1
f06479f8,REPORT : 7185 5130 153902 240,1
9e27724f,REPORT : 7186 5130 153924 240,1
aa2f5abe,REPORT : 7187 5131 153945 240,1
dae46afe,REPORT : 7188 5132 153966 240,1
499c2a11,REPORT : 7189 5132 153988 240,16
fbaee9b2,timeStamp <*>,5
1ebb3cdf,startTimer start autoSync,3
f89d1cd5,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,6
29cdbeac,REPORT : 7191 5134 154031 240,1
526751d4,REPORT : 7192 5135 154052 240,1
d319362e,REPORT : 7193 5135 154074 240,1
1f9bcb72,REPORT : 7196 5137 154138 240,1
6719c7fa,REPORT : 7198 5139 154181 240,1
a0bb9686,REPORT : 7200 5140 154223 240,1
21e9c893,REPORT : 7202 5142 154266 240,1
91e3eb86,REPORT : 7205 5144 154331 240,1
381fae13,REPORT : 7208 5146 154395 240,1
0ac36610,REPORT : 7211 5148 154459 240,1
2d108e75,REPORT : 7212 5149 154481 240,1
f2d12229,REPORT : 7214 5150 154523 240,3
cf29941a,theDayChanged 1514044800216,1
f4dd9d62, getStepCounterStatus= true,1
b3496112,registersensorsuccess: true,1
072d72f5, getTodayBasicStandardSteps= 1514018661124##0##3428,1
94414ec8,tryToRecordAsBasicStepData bWrite true,1
82c2b586, getDiffTotalSteps= 1513958400215##0,1
6c65f59a,setBasicStandardSteps basicStandardStep=3786 restartSteps=0,1
110ebea6, getTodayBasicStandardSteps= 1514044800223##3786##0,1
9c7b8518, getDiffTotalSteps= 1514044800231##0,1
fa376c8f,reload : 3786 restar 0,1
f197c529,REPORT : 0 0 0 0,1
0b49370e,next day:steps0mLastReport7214,1
087aa8c4,setGoalNotifiShownRecord 1514044800237 false,1
c35376a0,"checkCurrentDay a new day comes , reset basicSyncCondition, currentDay is 20171224 oldDay is 20171223",1
