EventId,EventTemplate,Occurrences
f2a66e48,Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,1
9a5b9207,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>:62267,1
b88ebd7d,Web app /mapreduce started at 62267,1
6ff7af5b,Registered webapp guice modules,1
b83503b7,JOB_CREATE job_1445144423722_0020,1
d44aee14,nodeBlacklistingEnabled:true,1
962ebcfc,maxTaskFailuresPerNode is 3,1
83316fe1,blacklistDisablePercent is 33,1
2baeb54a,Connecting to ResourceManager at msra-sa-41/<*>:8030,1
28ce7f24,"maxContainerCapability: <memory:8192, vCores:32>",1
65343dac,queue: default,1
453477f9,Upper limit on the thread pool size is 500,1
0611fdf6,yarn.client.max-cached-nodemanagers-proxies : 0,1
0df0ba7d,job_1445144423722_0020Job Transitioned from INITED to SETUP,1
9203330c,Processing the event EventType: JOB_SETUP,1
522abf56,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,1
74d699ac,Resolved <*> to /default-rack,39
2ba536c7,<*> Task Transitioned from NEW to SCHEDULED,11
853bfdbc,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,13
ec4bec9b,"mapResourceRequest:<memory:1024, vCores:1>",1
26d7cf86,"Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist",1
3be05b3e,"reduceResourceRequest:<memory:1024, vCores:1>",1
9acd60f8,<*> Scheduling: <*> <*> <*> <*> AssignedReds:0 <*> CompletedReds:0 <*> <*> <*> <*>,17
44d9b462,getResources() for application_1445144423722_0020: <*> release= <*> <*> <*> <*> <*> knownNMs=4,12
a0adc9e1,"Recalculating schedule, <*> <*>",131
3340e925,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,130
f34b603d,Got allocated containers <*>,10
9587ab30,Assigned container <*> to <*>,10
428ce648,The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar,1
306ed5f6,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.xml,1
d809cb11,Adding #0 tokens and #1 secret keys for NM use for launching container,1
5d258575,Size of containertokens_dob is 1,1
61e5dbd4,Putting shuffle token in serviceData,1
67547fef,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,10
a6d04ef6,Processing the event EventType: <*> for container <*> taskAttempt <*>,13
1424712e,Launching <*>,10
e6a9ac47,Opening proxy : 04DN8IQ.fareast.corp.microsoft.com:54883,1
e244080b,Shuffle port returned by ContainerManager for <*> : 13562,10
0b56ff5e,TaskAttempt: [attempt_1445144423722_0020_m_000000_0] using containerId: [container_1445144423722_0020_01_000002 on NM: [04DN8IQ.fareast.corp.microsoft.com:54883],1
1eb5c64c,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,10
16083636,ATTEMPT_START <*>,10
7e78ed4d,<*> Task Transitioned from SCHEDULED to RUNNING,10
edcbcd66,Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368,4
1bcf3a54,TaskAttempt: <*> using containerId: <*> on NM: <*>,9
de8f734d,Auth successful for job_1445144423722_0020 (auth:SIMPLE),10
63d0bc71,JVM with ID : <*> asked for a task,10
d9fb881c,JVM with ID: <*> given task: <*>,10
f08135c1,Progress of TaskAttempt <*> is : <*>,289
094f611d,Opening proxy : MSRA-SA-41.fareast.corp.microsoft.com:7109,6
dafd5c82,Opening proxy : MSRA-SA-39.fareast.corp.microsoft.com:28345,2
c050765e,"Cannot assign container Container: [ContainerId: container_1445144423722_0020_01_000012, NodeId: MSRA-SA-39.fareast.corp.microsoft.com:28345, NodeHttpAddress: MSRA-SA-39.fareast.corp.microsoft.com:8042, Resource: <memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: <*>:28345 }, ] for a map as either  container memory less than required <memory:1024, vCores:1> or no pending map tasks - maps.isEmpty=true",1
1327e9b9,Received completed container <*>,2
d8cc8ad1,Container complete event for unknown container id container_1445144423722_0020_01_000012,1
66b783cd,Done acknowledgement from attempt_1445144423722_0020_m_000003_0,1
66117c35,<*> TaskAttempt Transitioned from <*> to <*>,4
26b518ac,KILLING <*>,3
e1a38a67,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from SUCCESS_CONTAINER_CLEANUP to SUCCEEDED,1
7db638b9,Task succeeded with attempt attempt_1445144423722_0020_m_000003_0,1
7edc6052,task_1445144423722_0020_m_000003 Task Transitioned from RUNNING to SUCCEEDED,1
2f072ef7,Num completed Tasks: 1,1
81cf5f2e,Reduce slow start threshold reached. Scheduling reduces.,1
851c4b85,All maps assigned. Ramping up all remaining reduces:1,1
d1f10048,DefaultSpeculator.addSpeculativeAttempt -- we are speculating task_1445144423722_0020_m_000000,1
826d12fc,We launched 1 speculations.  Sleeping 15000 milliseconds.,1
408540d3,Scheduling a redundant attempt for task task_1445144423722_0020_m_000000,1
81b1dab4,Diagnostics report from attempt_1445144423722_0020_m_000003_0: Container killed by the ApplicationMaster.,1
4c1b2d21,Address change detected. Old: <*> New: <*>,476
3f8e3e3d,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,326
45610c54,"Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: SUCCESS status: ERROR downstreamAckTimeNanos: 0, targets: [<*>:50010, <*>:50010]",1
56e9b2fc,DFSOutputStream ResponseProcessor exception  for block BP-1347369012-<*>-1444972147527:blk_1073743512_2731,1
fca543a8,"Error Recovery for block BP-1347369012-<*>-1444972147527:blk_1073743512_2731 in pipeline <*>:50010, <*>:50010: bad datanode <*>:50010",1
ea7d1d0b,DataStreamer Exception,1
ddb565f2,ERROR IN CONTACTING RM.,147
4fafc1f5,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",146
e5dbfca2,<*> <*> <*> <*> <*> java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5/<*> to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,6
97c8e289,<*> TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,2
b3d244af,Processing the event EventType: TASK_ABORT,2
8f8d63ba,Task cleanup failed for attempt <*>,2
a208ce0a,<*> TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,2
42910d1e,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d,1
95ae547a,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",1
c2ce5730,<*> failures on node MININT-FNANLI5.fareast.corp.microsoft.com,2
8cb2cf7c,Added <*> to list of failed maps,2
