EventId,EventTemplate,Occurrences
dc92b7c2,Bluetooth -- LE is supported - Disable LE meta event,11
7ccc8562,12:15:23.005 : Discoverable mode changed to Off,1
10f0454a,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route,18
b8dd03e8,Captive: CNPluginHandler en0: Authenticated,7
fec2b4e0,ARPT: 645957.322055: wl0: setup_keepalive: Local IP: <*>,1
719e535a,TBT W (2): 0x0040 [x],4
e6b6682c,network changed: DNS* Proxy,3
711862e5,"ARPT: 646292.668059: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",1
ff182f7d,ASL Sender Statistics,9
043effbe,2017-07-02 15:46:40.516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: 32433,1
7a5654c9,"<*> <*> <*> [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.",2
a4ffc367,2017-07-02 15:46:41.445 ksfetch[32435/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x1005110b0> { URL: https://<*>/service/update2?cup2hreq=53f725cf03f511fab16f19e789ce64aa1eed72395fc246e9f1100748325002f4&cup2key=7:1132320327 }) to folder:/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download,1
9690a969,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/<*>/Contents/MacOS/<*> error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/<*>",15
47b71ac4,[17:13:46.390] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f92413e3000) rejecting report of layer being serviced - IQ has not yet begun to update,1
006b1be6,<*> <*> signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line <*>,9
fe5e5335,KeychainGetICDPStatus: keychain: -25300,14
1ebbfe72,host connection <NSXPCConnection: 0x7fddbbb015c0> connection from pid 30298 invalidated,1
3b168b50,Error in CoreDragRemoveReceiveHandler: -1856,1
772eefdb,ARPT: 661549.802297: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,1
7f6ee07e,ARPT: 661708.530713: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,1
7e4f2f28,Captive: CNPluginHandler en0: Inactive,4
5661d6be,in6_unlink_ifa: IPv6 address <*> has no prefix,9
a958c91b,"ARPT: 661856.313502: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",1
e28db001,ARPT: 661915.168735: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:4de9:a101:c96c:f28b,1
812dea89,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" <*> <*> _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, <*> <*> _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",2
740c3747,ARPT: 662096.028575: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:4de9:a101:c96c:f28b,1
bfe96f97,"device_generate_lock_screen_screenshot: authw <*> 0, <*> <*> shield <*> dev [1440,900]",3
077e5199,2017-07-02 20:50:47.457 ksfetch[32776/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1926 bytes from stdin.,1
c63282e8,<*> FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,11
cd1f36c0,21:48:53.041 : BTLE scanner Powered Off,1
2f06ded0,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" <*> <*> _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> <*> _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",3
0862f3a9,ARPT: 669592.164786: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,1
85424dac,Received Capture Event,15
d83085df,Sandbox: QQ(10018) deny(1) mach-lookup <*>,3
49797bc7,<*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,23
62852f29,ARPT: 671682.028482: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,1
921cef75,sigio_handler: sigio_handler_active != <*>,5
f5185b6a,############################## _getSysMsgList,10
92f912f7,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
48034cb9,Wake reason: ?,2
5295285c,01:06:37.436 : Scanning mode Contacts Only,1
0f87bc13,"ARPT: 671889.268467: wl0: setup_keepalive: Seq: 2040703749, Ack: 3006590414, Win size: 4096",1
ccb04a9c,"ARPT: 671958.142550: wl0: setup_keepalive: Local port: 49791, Remote port: 5223",1
270dd306,01:42:26.004 : BTLE scanning stopped,1
57e7a46f,wake time set +0.270003 s,1
c38fba9c,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
a506b02b,"ARPT: 672113.005034: wl0: setup_keepalive: Seq: 1128495564, Ack: 3106452487, Win size: 4096",1
c8bfd53b,03:31:43.005 : BTLE scanning stopped,1
6620ff12,mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),2
0ccc3bef,wake time set -0.331349 s,1
7f5c3b88,"ARPT: 672663.206073: wl0: wl_update_tcpkeep_seq: Original Seq: 2185760336, Ack: 2085655440, Win size: 4096",1
e3ecd38a,AppleCamIn::handleWakeEvent_gated,15
cd2a121d,ARPT: 672735.825491: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,1
909b59fe,"ARPT: 672922.026642: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",1
076fe201,ARPT: 672925.539048: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],1
0addb061,06:57:52.002 : Purged contact hashes,1
56441d8a,"ARPT: 673110.784021: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4039579370, Ack 2406464715, Win size 278",1
eff1f689,07:33:34.878 : BTLE scanning started,1
b92c33ce,"IOPMrootDomain: idle cancel, state 1",3
33f9638b,08:21:18.004 : Discoverable mode changed to Off,1
cac68055,"ARPT: 673289.745639: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 1578355965, Ack 2401645769, Win size 278",1
6a813925,"ARPT: 673321.718258: wl0: setup_keepalive: Local port: 50542, Remote port: 5223",1
2a8247af,"ARPT: 673324.060219: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 815278018, Ack 1982345407, Win size 278",1
3369771b,ARPT: 673325.798753: ARPT: Wake Reason: Wake on TCP Timeout,1
939e4500,"ARPT: 673431.714836: wl0: setup_keepalive: Local port: 50601, Remote port: 5223",1
561eab62,"hibernate_alloc_pages act 173850, inact 24957, anon 891, throt 0, spec 73492, wire 527143, wireinit 39927",1
d93cb878,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,2
e1d9e2d2,"ARPT: 673493.721766: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",1
d7fba76d,09:57:10.384 : Scanning mode Contacts Only,1
ca329ae1,enabling pid=30298 for plug-in <*>(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/<*>,1
1dbf9f6e,"2017-07-03 10:40:41.730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100510480 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",1
6f19ea9e,2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,1
30227398,<*> <<<< IQ-CA >>>> piqca_setUsePreQueue: <*> rejecting report of layer being serviced - IQ has not yet begun to update,3
74e7f8a4,wake time set -0.855670 s,1
b1dc16b2,"Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1",2
fc85e690,"NETWORK: no response from server, reachability, 2, queryRetries, <*>",4
fe47853d,"Unexpected payload found for message 9, dataLen 0",2
1a40301a,CCFile::captureLog,17
6eb045f0,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161,2
219464f2,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,12
eeabc71a,Internal name did not resolve to internal address!,1
a4ea269e,Service exited with abnormal code: 1,1
ff2dbb5d,Central manager is not powered on,1
16f4f462,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml, Current File [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml",1
0ba96a91,"CCFile::copyFile fileName is [2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, source path:/var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_13,50,14.954481]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng",1
28640a34,ARPT: 682068.402171: framerdy 0x0 bmccmd 7 framecnt 1024,1
549485d7,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: DND Enabled: <*>,2
ab1c1dea,13:55:56.094 : Starting AirDrop server for user 501 on wake,1
55bbbe9b,ARPT: 682406.173418: wl0: setup_keepalive: Remote IP: <*>,1
9ff46f77,"ARPT: 682407.704265: wl0: wl_update_tcpkeep_seq: Original Seq: 1181052579, Ack: 1862377178, Win size: 4096",1
dbbbbfa6,"RTC: Maintenance 2017/7/3 21:47:58, sleep 2017/7/3 21:35:20",1
de0b0019,ARPT: 682466.260119: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,1
1fb35fda,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4812 bytes @ 358800 took 1.053312 secs. to complete, 5 reads >= 1 sec.",1
da621ddb,ARPT: 682634.998705: wl0: setup_keepalive: Remote IP: <*>,1
d8411e52,"CCFile::captureLog Received Capture notice id: 1499122032.492037, reason = AuthFail:sts:5_rsn:0",1
2233bcfc,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
7e7411d6,"CCFile::copyFile fileName is [2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_15,47,15.349129]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt",1
435c8068,"CCLogTap::profileRemoved, Owner: <*>, Name: OneStats",1
cc55ebf3,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4321 bytes @ 48 took 0.607292 sec. to complete, 7 reads >= 0.5 sec.",1
feae3574,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,30
ab8c6e3e,network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-,1
70071f1e,ARPT: 682827.873728: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,1
ab45623e,"CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/<*>/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml",1
6f1d8472,ARPT: 682833.053879: framerdy 0x0 bmccmd 3 framecnt 1024,1
7b199b91,"CCFile::copyFile fileName is [2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, source path:/var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16,07,39.094895]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng",1
c787ea65,"CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path:/var/log/CoreCapture/<*>/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml",1
