EventId,EventTemplate,Occurrences
91511598,Linux Plug and Play Support v0.97 (c) Adam Belay,1
0955dbdb,Starting pcmcia:  succeeded,1
e2676b36,usbcore: registered new driver usbfs,1
b6cc1138,usbcore: registered new driver hub,1
dbbbedfa,ACPI: ACPI tables contain no PCI IRQ routing entries,1
dce3be49,PCI: Invalid ACPI-PCI IRQ routing table,1
01e69759,PCI: Probing PCI hardware,1
f6612193,PCI: Probing PCI hardware (bus 00),1
0c202b29,Transparent bridge - 0000:00:1e.0,1
0eb41a64,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,1
6927be79,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac),1
e3816864,audit: initializing netlink socket (disabled),1
6686ef46,kernel.core_uses_pid = 1,1
b965288c,HCI daemon ver 2.4 started,1
ec34de39,hcid startup succeeded,1
d0e853c1,audit(1122475266.4294965305:0): initialized,1
e46f7bf0,Setting network parameters:  succeeded,1
907541ab,sdpd startup succeeded,1
8d811927,sdpd v1.5 started,1
add074a6,"Total HugeTLB memory allocated, 0",1
175e7b5c,Bringing up loopback interface:  succeeded,1
8ec80336,VFS: Disk quotas dquot_6.5.1,1
53afafca,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",1
b15a41d5,SELinux:  Registering netfilter hooks,1
d6bd2fc9,Initializing Cryptographic API,1
2a4a45de,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,1
7681522b,isapnp: Scanning for PnP cards...,1
f73b80ae,isapnp: No Plug & Play device found,1
18c74772,Real Time Clock Driver v1.12,1
f644054b,Linux agpgart interface v0.100 (c) Dave Jones,1
